x,y
3903.5,7556
3898.5,7549.5
3898.5,7561.5
3830,7547
3829,7525
3813.5,7521
3833,7478.5
3840,7480
3833.5,7462.5
3840,7465.5
3830.5,7401.5
3833.5,7402
3826.5,7408
3823.5,7403
3831,7407
3828,7409
3930.1669,7281.333031
3928.125,7284.25
3929,7281.75
3926,7282.5
3933,7274.5
3910,7272
3909,7256
4078,7327
4021.25,7330.75
4013.25,7361
4087.5,7273
4157.75,7258.25
4194.75,7302.125
4255,7396.5
4278.25,7390.25
4278.25,7435.75
4284.75,7439.25
4288,7437.5
4288.75,7441.5
4277,7492.5
4347.5,7451.5
4384.25,7438.75
4368.25,7410
4340.25,7348.25
4355.5,7347
4366.5,7267
4292.375,7300.75
4310,7329
4364.5,7159.5
4393.5,7222.25
4479,7286
4442,7295.5
4364.5,7306.5
4430,7381
4386.5,7399.5
4458,7447.5
4425.75,7441
4403.25,7443.75
4417,7460.75
4409.25,7467.75
4409.75,7466
4416.75,7453.25
4416.5,7447.75
4416.75,7449
4387,7492
4414.5,7511
4502,7516
4535,7508.5
4346,7547.5
4352,7549.5
4403.5,7555.5
4447.25,7562.75
4495.75,7595.75
4459.875,7623
4461.125,7663
4533,7572
4575.5,7443
4600.125,7467.5
4626.5,7472
4508.75,7370.5
4487,7372.75
4485,7261
4486,7257.5
4487.875,7259.625
4483.5,7278.5
4481.75,7275.25
4483.25,7277
4486.5,7243.5
4176.5,8109
4183,8113
236.4155174,386.3319336
3710.5831,7752.91655
3836,7086.5
3727.146161,7584.599998
146.9185517,-4384.251463
145.7713815,-4387.033106
149.5221137,-4388.532557
4205,8188.5
4203.5,8189.5
4194.75,8197.25
4153.375,8168.5
4132,8222
4097,8225.25
4000.25,8199.5
4022.5,8180.25
3993.5,8179.5
4002,8181.5
4005.5,8192.5
4018.5,8174.5
4080,8165.375
3997.5,8158.75
4001,8160
3983.5,8155.25
3987.25,8155.25
3997.75,8158
3936.25,8145.75
3947.5,8084.25
3935,8053.5
3921.5,8054
3998.5,8005.5
3992.5,7970
3996,7973
4006,7987.25
4044.75,8002.25
4063.75,8000.75
4101,8005
4143.5,8095
4185.75,8126.5
4177.75,8150.75
4116,8099.5
4127.25,8047
3994.5,8107.5
4007.5,8049.5
4003,8051
4004,8054.5
4015.5,8047.5
4045.75,7969.25
4069.75,7979.375
4131.5,7975.25
4113.5,7869.5
4109.25,7829
4096,7842.75
4120.5,7784.5
4050,7826
3913.25,7837.75
4067,7599
4171,7508
4212.25,7517.25
4120.5,7451.5
4108.75,7454.25
4193.75,7487.75
4231.5,7548
4279.75,7530.25
4282.5,7530.25
4281.5,7533.25
4266.75,7491
4236,7393.25
4206.75,7383.75
4207.25,7434.75
4195.5,7478
4150,7469
4166.75,7422.25
4152.25,7434.5
4172.75,7396.25
4062.5,7396
4071.25,7463.75
4045.25,7466.5
4010.25,7511
4014.875,7524.5
4014,7587
4077.75,7651.25
4220,7602
4240,7614.5
4190.75,7685.75
4143.75,7708.5
4136.668657,7976.24872
4080.5,7840.5
4108.5,7807
4115.5,7830.5
4177.5,7136
4795,7217.5
4855,7210.25
4801.75,7217.75
4804,7214.75
4814,7220.25
4803,7212
4821.25,7233
4825.75,7238
4838.75,7247.75
4868.75,7228.5
4921.5,7250.5
4928.25,7234.75
4802.25,7312.75
4804.5,7315
4785,7320.75
4840,7370.5
4868.5,7344.75
4880.25,7333.5
4871,7340.25
4876,7340.5
4882.25,7331.75
4947.25,7337
4878.75,7417.5
4878.5,7414.25
4879.75,7414.5
4852.5,7393.75
4817.5,7472
4800.5,7477.5
4801,7474.5
4799.5,7477
4790,7498.5
4773,7524.75
4766.5,7574
4763.5,7607.5
4714.5,7614.5
4721.5,7619.5
4742,7578.5
4769,7523.5
4736.5,7510
4711.25,7535.75
4696.75,7574.75
4671.25,7519.5
4670.25,7534
4673.5,7522.25
4681.25,7523
4673.25,7529
4681.25,7529.5
4672.25,7506
4623.5,7549
4637.5,7536.5
4608.5,7520.25
4595.25,7548.75
4465.75,7640.75
4386.5,7630.5
4358.75,7636
4306,7652.5
4402.5,7702.25
4380,7696.25
4331.5,7702
4326.5,7708.75
4336.25,7709
4304.25,7685.75
4314,7754.25
4253,7811.5
4277.75,7812.25
4250.5,7851.5
4228,7850.5
4228.5,7821.5
4179.5,7761
4184,7770
4176,7770
4182.5,7762.75
4194.5,7721.75
4037,7794
4005.5,7802.5
3980.25,7834.75
3986.25,7867.75
3989.5,7746.5
4013,7784.5
3956.25,7800.25
3927,7793.25
3937.5,7760
3949.25,7747.25
3942.5,7742.5
3960.875,7733.5
3952.25,7742.25
3989.875,7709
4042.75,7716.5
4069.5,7712
4095.25,7730
3994.75,7667
3970.5,7670.75
3972,7671.75
3911.25,7703
3903.625,7748.75
3907,7748.625
3899,7752
3921.125,7833.25
3922,7810.25
3914.625,7808.25
3909,7805.375
3906,7803.125
3897,7795
3894,7793.25
3893.25,7793.75
3849.75,7789.75
3823,7767
3831.25,7731.5
3855.75,7718.75
3907,7696.75
3868.25,7696.25
3899.75,7665.75
3833.75,7634.25
3814.5,7612.25
3770.5,7617
3782.75,7658.25
3837.75,7620.75
3854.125,7582
3924,7590
3938.25,7606.5
3957,7619.5
3965.5,7534
3991.5,7515
3918.5,7460.5
3873.5,7484.5
3790,7529
3792,7574
3875,7548.5
3885,7524
3862.5,7491.5
3785.5,7476
4293.583352,7595.000732
4296.333401,7598.958397
4291.166697,7599.499817
3871,7171.5
4001,7144.25
4016.75,7139
3752.062778,7384.408914
3748.500098,7379.999817
4380,7552.75
3867,7481.5
3894.75,7481.25
3882,7482.75
3891,7479.25
3789.25,7394.125
3791.75,7399.75
3785,7398.75
3789.5,7396.25
4049,7199
4052,7192
4047,7205
4056,7200.5
4022,7321.5
4030.5,7327
4017,7328.5
3980,7370.5
3983.5,7366.75
3990,7366.5
4024,7321.5
4305,7404
4302,7399.25
4309.75,7402.75
4303.5,7405.5
4372.75,7210.75
4377.75,7214.75
4372.25,7217
4389.5,7290.25
4387,7294.25
4384.75,7289.5
3967.5,7513.5
4301,7707.75
4300.375,7714.25
4306.375,7711.25
3960.5,7031
3976.5,6942.5
3994.5,6965.5
4054.5,6918
4102.125,6929.375
4128.75,6927.375
4160.75,6992.375
4161,6993.5
3977,6881.5
3957.5,6921.75
3918.25,6943.75
3883,6929.75
3883.5,6930
3881.625,6936.375
3890.75,6935.125
3890.625,6926.375
3878.5,6867.75
3876,6875.625
3832.75,6953.5
3942.5,7184
4239,7473.5
4243,7480.5
3964,8068.5
3958,8067.5
3967,8069.5
3977.75,8056.75
4852.5,7437
4848.25,7431.75
4857.5,7433.5
4867,7460.5
4324.5,7313.5
4319.75,7305.25
4330.75,7305.25
4325.75,7311.75
3968.25,7507.5
3973.75,7508.5
3973.75,7508.5
4145.25,8155.5
4143.25,8161
3902.25,7430.25
4145.25,8163.75
4146.25,8167
4147.75,8168.875
3803.5,7698
3821.5,7695.25
3823,7698.5
3807.875,7694.75
3975,7408
3807.5,7699.25
3784.5,7381
3796.75,7427.25
3750.25,7473.5
4026.25,7844.5
3838,7409.5
3794.5,7363.5
3839,7357
3899,7365.5
3911.5,7465.5
4482.75,7256.75
4482,7246.75
3883.25,7375
3799.5,7329
3837.5,7323.5
3831.25,7314.5
3875.25,7327.75
3918.75,7348
3961.75,7380.75
3961.75,7385.25
3849.75,7245.5
3836.75,7239
3847.5,7185.25
3763.5,7184
3775.75,7163.25
3830.75,7137.75
3865,7095.5
4079.625,7116.5
3670.75,7422.75
3767.75,7512.25
3757.25,7434.5
4350.5,7212.5
2025.25,3836.75
4260,7792
4268.5,7808.5
4245.5,7811
4113,7824.25
4110.5,7830.25
3697.5,7694
3700,7694.5
4018.5,7462
4305.917136,7510.417426
4020.498194,7179.251094
4316.75,7734.25
3931.5,7268.375
3969.25,7264.5
3898.75,7555.25
4321.25,7739
4313,7739.75
4317.5,7735.25
4317.5,7737.625
4714.5,7528.5
4714.25,7518.75
4721.5,7521.75
4720.25,7502.75
4722,7527.75
4330.75,7497.5
4335.5,7491
4021,7331.5
4028,7328
4006,7332.5
4026,7333.5
3968,7263.75
3970.5,7266
3966.5,7267
-376.1361301,24.83832001
-377.7089944,17.45756615
-379.7093849,18.20729179
-515.2245179,-165.5387834
-1058.721687,-366.304597
-1214.732914,387.190556
-1300.962314,292.2077491
-1229.939273,-831.1287648
-1357.625098,-1078.083027
-1522.917136,-1338.666054
-1184.439956,-2417.114132
-971.9322431,-2534.735185
-613.4990237,-3353.168623
-642.4722236,-3375.552768
-1592.438296,-2097.082307
-1068.166427,-1976.333587
-502.2216866,-849.0641995
245.2089791,-1194.974576
629.7800708,-885.550756
601.5235294,-906.803591
214.0453014,-1495.061456
263.551257,-1459.604637
259.0503783,-1460.604271
-374.6675677,363.5003658
-381.625,373.25
1508.053014,3881.422814
3626.638278,3969.854972
897,-2944.001201
-1186.75,-93.85264732
3242.333506,-2753.500549
3243.532463,-2750.813651
2536.999609,-3457.166428
2544.499219,-3457.167159
2115.071174,-3474.068772
2184.379003,-4176.266126
2191.38037,-4178.765212
2186.879491,-4171.767772
2192.380565,-4174.266858
3468.524896,3904.208023
3464.779778,3908.700433
3519.145967,4061.770798
3742.020991,4155.938361
3741.020796,4161.436349
3892.286319,4018.707383
3886.535196,4011.460035
3908.749902,4000.249451
1511.515084,4597.290125
1542.05155,4612.914035
1596.28134,4621.448421
1811.559946,4692.378368
2130.780998,4530.949701
1428.75908,3867.307241
1701.166697,4053.084121
1858.583938,4465.16706
1860.250635,4466.083938
1857.83393,4466.66706
3611.386081,4587.467489
3608.385495,4579.220507
3615.416704,4575.666977
1631.527435,4559.178027
1639.8331,4558.999268
1657.57176,3997.433057
1699.079863,4031.420619
1685.583769,4324.905438
3535.708059,4062.04206
181.2498047,53.24945099
178.9168996,51.75164704
186.3328075,53.66727414
183.8339791,51.33016379
176.0000976,52.49963399
157.1990694,-17.82096696
155.6987765,-16.57142422
157.4491183,-16.07160713
159.8326275,-17.9171595
153.3336862,-19.58338922
-101.237259,-154.1047967
139.6665914,-2542.667159
6411.25,2388
6415,2383
6497.5,2421
6503.5,2424.25
6508,2416.5
6559,2450.75
-1042.761746,-2818.113767
-1027.758817,-2816.114498
-1026.666591,-2806.000732
6601.5,2447.75
-917.7496095,-2798.749817
-916.9738833,-2794.800116
-912.0831981,-2799.332841
-911.8895625,-2796.549476
6607.75,2504.5
6617,2517.25
6626.5,2530
6666,2512.75
6652.5,2523
6643,2527.75
-1125.979302,-2917.558255
-1123.167192,-2905.666428
-995.4389797,-2811.094196
-990.9381011,-2778.77268
1657.416704,-478.8334045
1653.166494,-474.4167784
1774.999805,-576.0003658
1705.773627,-776.3010304
1709.333198,-771.3330234
1484.917388,-700.1678911
1488.77558,-699.5563346
1485.024847,-696.0576149
1489.275677,-695.8077064
1089.062875,-1616.257133
1093.333604,-1613.833587
1089.000195,-1612.500366
758.7834391,-1598.057798
749.0837839,-1601.582841
742.084272,-1605.084304
735.5834498,-1618.333755
730.9167043,-1617.583389
646.083401,-1582.708397
645.2917531,-1578.416878
614.4387692,-1508.041519
654.2620088,-1382.396308
756.5288992,-2172.29975
757.0289968,-2167.801396
701.5588723,-2207.105536
662.551257,-2176.616693
641.5843773,-2077.249237
593.0577008,-2091.093464
583.5558457,-2089.594013
568.5529168,-2100.090172
789.3332133,-2030.666778
697.0453014,-1888.100963
654.5309495,-1769.903823
652.0304613,-1762.406566
662.032414,-1760.907115
-403.4731023,-2215.805512
-400.2498047,-2211.666413
-328.2170002,-2159.308529
-351.4342934,-1957.115596
-325.9293141,-1959.114864
-262.7220283,-1928.800573
-327.9726629,-1735.060999
-324.4719795,-1733.811456
-328.4727606,-1732.062096
-357.9382963,-1701.09511
-353.9375153,-1698.096208
-361.9390774,-1695.097305
-355.9379058,-1692.59822
-594.4411277,-1738.608828
-769.4500122,-1928.608279
-820.949524,-1969.115596
-834.4521601,-1962.118156
-776.7742128,-1885.146308
-771.7732365,-1885.146308
-763.2715768,-1860.155454
-1278.445326,-2333.123095
-1288.583491,-2359.167144
-1283.25,-2360.333206
-865.3336862,-1068.083763
-789.9716378,-529.3001158
-777.9692946,-532.2990184
-350.3330028,326.4164279
-628.1127288,375.894647
-564.2506834,342.0863233
-1137.44435,49.90854773
-1131.443178,54.90671868
-1035.916411,165.7520119
461.4988284,-814.3328253
466.3326275,-804.9996342
248.0471565,-987.5742592
234.083401,-1089.333763
326.7504882,-1056.416596
319.2847571,-1274.797555
143.0546741,-1182.61962
149.0558457,-1181.619985
97.5457896,-1231.934886
20.04842567,-1372.282527
-50.10439956,-1433.44333
7.406828164,-1581.889007
-126.6668172,-1577.668692
-199.4501098,-1653.618888
196.0516475,-1849.580844
204.0003905,-1852.333953
49.02811813,-2849.787495
-794.6431108,-2396.295726
-790.3922809,-2395.795909
-795.3932573,-2391.297555
-790.7500976,-2390.916778
-712.5437393,-2391.714075
-707.542763,-2390.464532
703.5,-1890.5
738.5,-1865
-1327.931657,-1485.570784
-1307.427654,-1548.047921
-1362.218709,-1516.526247
-1355.967488,-1514.27707
97.06189894,-2638.090904
827.5,-3081.499817
833.4997071,-3080.916603
826.833491,-3075.166596
832.5270442,-3075.798195
-1100,-2922
6071.999024,4815.001097
-1377.5,-1940.75
1654.5,-1002
1526.5,-1340
1094,-1482
884,-1462.25
892,-1473.75
866.75,-1489
858.5,-1490.5
822.75,-1494
869.5,-1383.75
559.9993166,-1690.664895
564.5829204,-1687.080896
551.5,-1929
556,-1925.5
742.5,-2414
-1651.5,-2131
-1665,-2007
-1796.5,-2101.5
-1735,-2092
165.75,-856.5
159.5,-859
155,-925
163,-922
155,-919.5
-10.75,-928.25
-46,-1008
-6.5,-1119
55.25,-1000.5
-1085,-1667
-1218.25,-1701.5
-1216.75,-1699.5
-1220.5,-1699.5
-1220,-1843
-1222.75,-1842
-1226.5,-1840.5
-1165.25,-1906.5
-1265.25,-1883.25
-1289.5,-1866.5
-1290.300003,-1862.549601
-1363.5,-1722.75
-1364.5,-1720.5
-1397,-1675
-1485.5,-1803.5
-1549,-1797
-1546.5,-1793.5
-1506,-1744.5
-1505.5,-1847.5
-1500.5,-1844.5
-1277,-2050.25
-1349.5,-2511
-1354,-2498
-1409,-2814.5
-1094,-2931
-1117.5,-2735.5
-1112,-2729.5
-1155,-2587
-1163.5,-2595.5
-1154.5,-2594.5
-1164.5,-2590.5
-1034,-2639.25
-1058.25,-2632.25
-1024.9169,-2616.920635
-1008.25,-2599.25
-1013,-2599.75
-943.5,-2626.5
-941,-2621.5
-947.5,-2671.5
-948.5,-2665.5
-726.5,-2466.5
-721.375,-2476.75
-684.25,-2466
-679.25,-2465
-679.75,-2460.75
-685,-2462.25
-644,-2408
-634.5,-2352.5
4337,7439.25
4336,7433.25
4342,7431.75
4341,7436.25
1618.125,-3800.375
1619.375,-3799.75
1592.75,-3794.875
1627.5,-3942.25
1628.375,-3942.25
1779.875,-3921.875
1781.875,-3920.625
2136.5,-2895
2137.5,-2891
2317,-2806
2216,-2497.25
1154,-2136.5
3834.277142,4416.69522
3829.000293,4446.248171
3824.166216,4388.250732
3809.166697,4369.499817
3815.77597,4363.456103
3816.250098,4354.666611
3812.275287,4345.462687
3811.083393,4355.583397
3813.458255,4325.250732
3802.524359,4339.452445
3796.833589,4326.249634
3806.999902,4317.91642
3834.125244,4331.292156
3884.416607,4353
3896.083409,4354.416611
3894.833393,4345.666969
3937,4223.666237
3938.833296,4228.999817
3876.166494,4245.000366
3872.416802,4252.750183
3863.333491,4254.249634
3862.999902,4241.750183
3857.166501,4235.750183
3853.666599,4168.000915
3824.000098,4134.249817
3829.666697,4108.082117
3838.25,4098.25
3890.333589,4116.66623
3883.947068,4111.116312
3868.69409,4102.369513
3887.447751,4091.373537
3884.833589,4104.166794
2258,-4410
2259.75,-4406.75
2236.125,-4395.75
2233.375,-4396.25
2233.5,-4396.125
2231.375,-4397.75
2214.25,-4403.375
2152.5,-4410
2158.75,-4406.75
2151.25,-4404.5
2149,-4406
2066.75,-4429.75
2061,-4426.5
2061.25,-4436.25
2108.75,-4492.75
2103.75,-4494.25
2106.75,-4490.75
2129.5,-4519
2153.5,-4544
2171.5,-4508
2174,-4512.25
2169.5,-4512.375
2231.75,-4533.5
2234.5,-4530.25
2026,-4370.125
2043,-4388.5
1985.5,-4297
1980.125,-4292
2026,-4195.5
2016.5,-4189.5
2141,-4215.5
2130,-4210
2238.25,-4056
2230.75,-4054.5
2234,-4062.75
2171,-4117.5
2174.25,-4113.25
2169,-4111.75
1982,-3996.25
1990.25,-4001
1990.5,-3992.75
1995.75,-3916.75
1991,-3906
2159,-3914.5
2156.25,-3902
2150.75,-3912.5
2199,-3787
2207.5,-3785.5
2272,-3754.5
2117.875,-3669.625
2115.125,-3666.625
2114.5,-3791
2117.25,-3792.25
2117.5,-3785.75
2110.5,-3789.5
2116,-3775.5
2172.5,-3494.5
2154.75,-3509.5
2147,-3436.5
2156.5,-3407.5
2163.5,-3406.5
2100,-3438
2092.5,-3422.5
2098,-3435
2084.75,-3437.25
2120.75,-3341
2209.25,-3242.75
2207,-3236.75
2212,-3232.75
2235.25,-3242.5
2312.75,-3228.5
2313,-3224.25
2361.625,-3172.75
2355.875,-3170.875
2361.25,-3166.125
2364.25,-3171.375
2566.25,-3157.25
2548,-3171.5
2323.75,-3706.584556
2354.60996,-3686.90221
2338.5,-3774.5
2336.25,-3767
2344.25,-3769.5
2395.25,-3768.25
2395.75,-3760
2425.25,-4117.25
2419.75,-4110.75
2381,-4101
2375,-4135
2369,-4128.75
2377.75,-4127
2428.5,-4188
2389.5,-4298.25
2399.25,-4300.25
2401,-4292
2391.75,-4289
2387,-4274.5
2305.5,-4339
2305.5,-4333.5
2344.25,-4349.5
2549,-4095
2541,-4111.5
2542,-4096
2536,-4113
2558,-3786
2559.5,-3779.5
2534.25,-3735.25
2500.75,-3758.75
2509.5,-3753.25
2503,-3748.5
2499.25,-3746
2493.25,-3752.5
2444,-3662.5
2512.5,-3619
2515.75,-3611.25
2567,-3596.5
2567.125,-3603.5
2648.5,-3579.5
2590.75,-3679.25
2585.5,-3686.25
2620.25,-3748.5
2624.5,-3743.5
2628.75,-3749.25
2694.25,-3752
2700.5,-3762.25
2828.5,-3733
2852,-3736
2850,-3725
2811.5,-3824
2784.5,-3789.5
2742.5,-3845
2748.5,-3862
2760.75,-3796.75
2748.75,-3790.25
2769.5,-3904.5
2762.5,-3926.5
2782,-3927
2816.25,-4030.5
2811.625,-4027.125
2809.5,-4033.75
2814.25,-4034.875
2867,-4031.5
2873.25,-4031
2751,-4092
2756.75,-4092.5
2701,-4043.25
2677.75,-4025
2676.75,-4033.5
2619.5,-4084.25
2629.75,-4213.75
2636,-4221.625
2624.375,-4222.125
2711,-4262.25
2701,-4273.25
2714.25,-4276
3179.375,-2799.5
3176.25,-2798.125
3286.25,-2881.25
3308.25,-2869.5
3234,-2599
2773,-2834
2791.5,-2808.5
2769.125,-2693.375
2773.25,-2693.125
2776.875,-2692.625
2737.5,-2479
2730,-2493.75
2726.625,-2497.375
2726.5,-2491.625
2688.5,-2630.25
2650,-2585
2660.5,-2578
2594.75,-2455
2587,-2456.5
2582.375,-2426
2581.625,-2424
2579.125,-2424.25
2483.75,-2535.25
2644.5,-2741.75
2660.25,-2742.875
2670.75,-2758.25
2646.75,-2814.75
2635.75,-2817
2638.25,-2834.25
2623.25,-2866.5
2627.75,-2871.5
2628.5,-2864.5
2649,-2974.5
2647.5,-2969
2656.5,-2960.75
2664.25,-2965.75
2703.75,-2966
2706,-2957.5
2691.5,-2845
2414.5,-2942
2417,-2937
2409.5,-2945
2412,-2941.5
2262,-3105.5
2256,-3102.25
2072,-3176.75
2077,-3171
2079,-3182
2072.25,-3186.5
2064.25,-3165.25
2055.5,-3221.5
2065,-3118.75
2069.5,-3123.25
2066,-3125.5
2152,-2834.5
2152.5,-2855
2225,-2786.5
2237.25,-2765.25
1374,-3126
1320.5,-3113
1329.5,-3152.75
1306.5,-3150.75
768,-3286.5
774.25,-3289
663,-3288.75
620.25,-3512.75
614.75,-3509.25
615.125,-3542.5
610.875,-3542.125
613.75,-3546.25
612,-3666.5
613.75,-3673.5
535.5,-3709.5
586.25,-3780
580.75,-3782.25
622.5,-3804
630.25,-3877.5
622.125,-3877.75
1027.5,-3933
975.25,-3973.75
990,-3980.5
972.75,-3987
933.5,-4057
925.5,-4051
801.5,-3944
782.5,-3939
910,-3953
904.875,-3952.75
907.875,-3959.125
939.25,-3972
942.5,-3970.625
939.75,-3968.25
891.25,-3802.5
889.5,-3794.75
898.5,-3802.25
895.5,-3796.25
885.5,-3833
884.5,-3868.5
889.75,-3867.25
892.25,-3869.75
625.5,-3927.333201
516.125,-3711
476.25,-3709.25
462.75,-3648.75
427.5,-3578
794.75,-3630.25
1131.5,-3913.5
1124.5,-3905
1150.25,-3868
1187.25,-3814.25
1192.75,-3832.75
1186.25,-3839.25
1134.25,-3801.5
1134.5,-3728.75
1131,-3721.25
1193.5,-3785
1210.75,-3772.5
1205.25,-3767.75
1174.625,-3713.875
1182.5,-3719.875
1129.25,-3675.875
1126.75,-3672.5
1129,-3670.875
1135.375,-3673.75
1137.875,-3681.125
1110.25,-3561.75
1118,-3561.5
1114.5,-3568.75
1116.125,-3591.375
1197.375,-3568.75
1200.75,-3568.375
1196.625,-3565.625
1199.875,-3565.375
1271.5,-3562
1274.5,-3554
1319.875,-3603.125
1323.375,-3604.625
1256.625,-3483
1255.75,-3478.375
1447.375,-3535.375
1442.5,-3532.625
1382.25,-3530.5
1382.5,-3540
1372.25,-3531.5
1370.25,-3352.5
1380.75,-3358.75
1379,-3345.75
1385.75,-3356.75
1470,-3359
1466.75,-3354.25
1463.5,-3359.25
1573.75,-3116.75
1562.25,-3121.75
1554,-3107.5
1539.75,-3112.5
1563.75,-3028.75
1567.25,-3020
1553.25,-3023.625
1614.25,-3033.125
1608,-3204.5
1616.5,-3203
1612.5,-3199
1773.5,-3154.25
1770.5,-3143.75
1768.5,-3152
1821.5,-3173
1898.125,-3198.375
1900.875,-3202.5
1895.375,-3202.75
1897.875,-3202.375
1896.5,-3211.5
1366.5,-3302.5
1365.5,-3292.5
1245.5,-3462.75
1246.5,-3458.25
1274.5,-3429.25
1279.75,-3440
1280.75,-3416
1286.75,-3426.75
1067,-3425.5
1076,-3431
2616,-3336.5
2622.125,-3327.625
2618.625,-3332.875
2626.5,-3336.125
1079,-4043.75
1076.5,-4054.75
1071.25,-4055.5
1071.5,-4087.5
1099.25,-4138.25
1205.5,-4304
1198.25,-4312.5
1166.25,-4350.5
1169,-4357.75
1173.5,-4363
1209.875,-4375.375
1202.625,-4373.125
1228.75,-4344.25
1222.25,-4343.5
1103,-4414.625
1105.5,-4421.125
1018,-4477.5
1023.75,-4484
1018.25,-4485
1025,-4337.75
1034.625,-4344.25
1026.5,-4345.25
1122.5,-4288
1155.75,-4329.25
962.75,-4189.25
965.5,-4183.5
999.375,-4190.625
272,-4816
274.5,-4807.5
446.875,-4813.625
593.5,-4663.25
600.25,-4671.25
596.5,-4681.5
610.25,-4671
708.25,-4502
720.75,-4514.25
735.5,-4507.5
749.375,-4325.125
745.625,-4325.125
615.125,-4230.875
618,-4230.125
615.5,-4228.5
560.75,-4094
562,-4081.5
605,-4120
605.75,-4129
-883.6707745,-383.980181
669.7623475,-1592.996129
-519.6162436,-339.6090111
-588.9413229,-361.5870626
2055.906919,3940.827381
2063.374708,3895.825387
2092.099835,3894.251079
2116,3897.749449
1967.398178,4207.401317
2055.500586,4249.83345
84.99980474,-2548.333938
164.0726385,-2537.092367
195.5681474,-2351.636813
95.33301807,-2319.000366
72.66678667,-2324.333191
43.3334086,-2334.333587
7.666786669,-2345
-51.99980474,-2338.999268
-36,-2309.166977
22.75175738,-2275.585401
19.16678667,-2211.666413
24.16678667,-2211.166809
43.5,-2200.249634
42.03422016,-2153.812462
56.55000305,-2244.898677
89.06580424,-2370.583404
57.58319807,-2364.666603
13.05076885,-2473.581941
4.833799126,-2495.833587
12.38847327,-2485.42539
93.16639614,-2433.166413
30.66678667,-2363
30.91669667,-2486.499817
6409.666802,3283.916969
6409.666689,3284.25
-1055.5,-953
-1077.5,-952
-1117.25,-1020.5
-1128.75,-1034
-1117.75,-1052
-1172,-1067
-1086.5,-1036
-1047.5,-1064.5
-1028.5,-1079
-1039.5,-1084
-1034.5,-1104.5
-984.5,-1148.5
-992,-1154
-986.5,-1149.5
-954.5,-1154
-944.5,-1156
-923,-1175.5
-892,-1094.5
-859.5,-1105
-818,-1105.5
-804,-1115
-793.75,-1123
-794.75,-1146.75
-800.25,-1171
-837,-1140
-759,-1136.5
-725.5,-1141
-760.9998047,-1173.335829
-790.8335886,-1201.831437
-772.5,-1230.5
-723.5,-1201
-745.75,-1063.25
-773.75,-1055
-747,-998
-784.75,-990.25
-734,-958
-679,-926
-639.5,-928.25
-638.5,-978
-657.5,-960.5
-706.5,-1149
-609,-1148.5
-604.3750488,-1242.041176
-604.5417043,-1238.791908
-594.5,-1233.5
-538.4167943,-1273.082909
-536.666554,-1272.833542
-618,-1091.5
-670,-1085
-358,-897.25
-291.5,-924.5
-687.2535148,-1222.021046
-696,-1191
-689,-1219
-873,-1189
-895.5,-1165
-870.75,-1135.25
-861,-1143
-861,-1140
-850,-1028.5
-805,-941
-734.5,-874.25
-587.5,-784.5
-534.5,-959
6277.666607,3213.332841
-521.4401513,404.6317636
49.5837486,-930.8885208
5736,2563.499634
5690.5,2576.000366
5692.551257,2587.894098
5672.333393,2589.166443
5700.333206,2612.083572
5703.38613,2620.392269
5641.500049,2584.91679
5675.625098,2669.375
5663.514498,2673.501738
1550.278948,4255.696592
1488.999609,-396.0007316
1431.666591,-325.9992836
2060.166396,-576.499634
2138,-1102
3757.998438,2732.671262
3660.600006,570.1999969
1128.166802,-131.666565
864,5.665802467
1211.833183,792.3349143
5499.666622,5269.50183
1985.333183,-818.000732
1996.200012,-698.7999878
2091.996485,-774.667602
2121.833183,-775.6672818
2413.328887,-922.6654365
2535.66581,-961.000366
2529.832988,-773.1669005
2695,-340.3999939
2710.333183,-313.9985368
2627.899994,-674
2668,-615.998536
-1008.668379,3769.684499
2184.664443,-241.9956079
2496.667598,-233.3342885
2414.660508,-119.9970719
2308.66877,-62.66717475
1918.334565,-256.0014632
1502.999024,-130.3324899
1213.000391,25
1102.336518,-115.6687305
1252.170219,749.3286921
1083.001367,655.6687305
953.9996095,824.6671747
2088.665255,-813.3374611
799.6662009,464.999634
1123.996095,463.3381787
924.167583,-54.16543646
4272,890.6712621
924.0015621,592.334533
921.0017574,437.0022904
1704.668349,-431.334319
1860,-593.3294699
2784,-86
3355.999219,212.0021961
3534.832417,251.664735
4287.000195,426.500366
4316,1177.659828
4607.996876,2036.674983
4536.333799,1999.330522
4425.333604,2120.000732
4200.336698,2891.661291
4108.999805,2974.332001
3995.999219,3053
3948.333183,2920.33502
3658.665225,2418.333466
3820.666427,2412.001464
3154.333964,1353.33313
3062.334745,735.3287379
2914.667192,639.9970719
3165.666201,529.6658025
3540.333244,297.332337
3450.335978,162.3396572
3938.669099,2627.986258
2900.249805,2487.416168
3510.666201,13.33271823
3663.999414,79.99450985
3334.666756,718.667663
3518.000391,802.3316049
3420,566
3577.999609,637.664735
3923.666787,1136
4013.66174,937.000732
4218.000781,798.9978039
3907.666817,514.6632709
3552.000391,426.0043921
2071.800003,-252.0999908
2052.333244,-113.667663
2098.002343,-170.667663
4019.334745,2838.668395
4078,2533.332398
3995.998438,2347.668607
3827.663693,2511.669066
-1148.998633,3630
-1352,3448.664218
-1815,3609.002195
-1442.999805,3680.661776
-1845.999219,3461.670833
-1698.996485,2850.994144
-1725.333003,2930.499268
-1889.33123,2641.002926
